gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,1,1,1.1607203441648277,1,0,1,0,0,0,0,0,1,-0.5132032883397971,0.29053817252294756,0,0,1,0,0,0,0
0,1,1,0,1.2828375486806096,1,0,1,0,1,0,0,0,0,0.5155121759805812,1.1926887253539555,1,0,1,0,1,0,0
1,1,1,0,-0.019745966154397852,1,1,0,0,0,0,1,1,1,0.9469089835988044,0.2773744971411722,1,0,0,0,0,1,0
1,0,0,0,-1.2816237461508113,1,1,0,0,1,0,0,0,1,0.48232780616379484,-0.9740522424862765,1,0,0,0,0,0,1
0,0,0,0,-1.2002122764736234,1,0,1,0,0,1,0,0,1,0.581880915614154,-0.9148157032682872,1,0,0,0,0,0,1
0,0,0,1,-1.2002122764736234,1,0,0,0,0,0,0,0,0,-1.4755500130266026,-0.9867771286886594,0,1,0,0,0,0,0
1,0,1,0,1.6084834273893616,1,1,1,0,1,1,1,1,1,0.6482496552477268,1.6661422499184777,0,0,0,1,1,0,0
1,0,0,1,-0.2639803751859618,0,0,0,0,1,0,0,0,1,-1.176890684675525,-0.6638282926557695,0,0,0,0,0,0,1
0,0,0,0,0.26519417771576004,1,0,1,0,1,0,1,1,1,1.1791995723163091,0.6591210832126589,1,0,0,1,0,1,0
1,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,0,-1.508734382843389,-1.0003795932498274,0,1,0,0,0,0,1
1,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,-1.508734382843389,-1.0003795932498274,0,1,0,0,0,0,1
1,0,1,1,0.9571916699718578,1,0,0,0,0,0,1,1,0,0.7809871345148723,1.1711880555637224,1,0,1,0,0,0,0
1,1,1,0,0.428017117070136,1,1,0,0,1,1,1,1,1,1.411490161033814,0.9803147625279789,1,0,1,0,0,1,0
1,0,0,1,-1.2816237461508113,1,1,0,0,0,0,0,0,0,-1.3096281639426706,-0.9977468581734723,0,1,0,0,0,0,1
0,0,0,0,-0.1418631706701798,1,1,0,1,1,0,0,1,0,0.18366847781271725,-0.14693463933138845,0,0,1,0,1,0,0
0,0,0,0,-1.2409180113122174,1,1,0,1,0,0,0,0,1,0.581880915614154,-0.9279793786500626,1,0,0,0,0,1,0
0,0,0,0,1.4456604880349857,1,0,0,1,1,0,0,0,0,0.48232780616379484,1.3875111210042315,1,0,1,0,1,0,0
0,0,1,1,1.4049547531963917,1,1,0,1,0,0,0,1,1,0.8141715043316587,1.7876868526102039,1,0,0,0,0,0,0
1,0,1,1,-0.5489205190561197,1,1,0,0,0,0,0,0,1,-1.342812533759457,-0.8038020408819813,0,1,0,1,0,0,0
0,0,1,1,1.3642490183577978,0,0,0,1,1,0,1,1,1,-0.2809126996222923,0.6183136895291552,0,0,0,1,1,0,0
1,0,1,0,-1.1595065416350294,0,0,1,0,0,0,0,0,1,-1.176890684675525,-0.9521127835166509,0,0,0,0,0,1,0
1,0,1,1,-0.9559778674420595,1,0,0,0,0,0,0,0,0,-1.508734382843389,-0.9165708599858573,0,1,0,1,0,0,1
0,1,1,0,0.8350744654560759,1,1,0,1,1,0,1,1,1,1.2787526817666683,1.3980420613096518,1,0,0,0,0,1,0
1,0,0,0,-0.38609757970174374,1,0,0,0,0,0,0,0,1,-1.508734382843389,-0.8024856733438037,0,1,0,0,0,0,1
1,0,1,0,0.7129572609402939,1,1,1,1,0,1,1,1,0,1.4446745308506004,1.4528907087337162,1,0,1,0,0,1,0
0,0,0,0,-1.2409180113122174,1,0,0,1,0,0,0,0,0,0.31640595707986285,-0.9424594215700156,1,0,0,0,0,1,0
1,0,1,0,1.0793088744876398,1,0,0,0,0,0,0,0,0,-1.4755500130266026,-0.45277069736797043,0,1,1,0,0,0,1
0,0,1,1,1.2421318138420157,1,1,1,1,1,0,1,1,0,0.6150652854309404,1.3761026023400262,0,0,0,1,1,0,0
1,0,1,0,-0.30468611002455576,1,0,1,1,0,1,0,1,1,0.21685284762950366,-0.2026608651142377,0,0,0,0,0,0,1
1,0,0,0,-0.7524491932490895,1,1,0,0,1,0,0,0,1,0.5155121759805812,-0.5383345873495106,1,0,0,0,0,1,0
0,0,1,0,1.3235432835192036,1,1,1,1,1,0,0,0,0,0.08411536836235807,0.8820259863440559,0,0,1,0,1,0,0
0,1,1,0,1.4863662228735797,0,0,1,1,0,0,1,1,0,-0.2809126996222923,0.7253782493009285,0,0,0,1,1,0,0
1,0,1,1,-0.4675090493789317,1,0,0,1,0,0,0,0,1,0.31640595707986285,-0.3220115219090014,1,0,0,0,0,0,0
0,0,1,1,0.428017117070136,1,1,1,0,1,1,0,0,1,0.8805402439652316,0.7521443892438718,1,0,1,0,1,0,0
0,1,1,0,1.5677776925507676,1,1,1,1,1,1,0,0,1,0.913724613782018,1.8807101586414166,1,0,1,0,0,1,0
0,0,0,1,-0.5489205190561197,0,0,0,0,0,0,0,0,1,-1.3096281639426706,-0.7603619121221225,0,0,0,0,1,0,0
1,0,0,0,0.30589991255435406,1,0,0,0,0,0,0,0,0,-1.508734382843389,-0.6445215687624989,0,1,0,1,1,0,0
1,0,0,0,-0.9559778674420595,1,1,0,0,0,0,0,1,1,0.6150652854309404,-0.6563688766060968,1,0,0,0,0,1,0
0,0,0,0,1.0386031396490458,1,1,0,1,1,0,1,1,1,1.2787526817666683,1.6314779047464691,1,0,1,0,0,0,0
1,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,0,-1.508734382843389,-1.0003795932498274,0,1,0,0,0,0,0
0,0,1,1,0.590840056424512,1,1,1,1,1,1,1,1,1,1.6105963799345322,1.3243254791717096,1,0,1,0,0,0,0
1,0,1,0,1.0386031396490458,1,1,1,0,1,1,1,1,1,0.6482496552477268,1.1483710182353117,0,0,0,1,0,1,0
0,0,0,0,0.30589991255435406,1,1,0,1,1,0,1,1,1,1.245568311949882,0.7938293612861607,1,0,0,0,0,0,1
1,0,0,0,0.346605647392948,1,1,0,0,1,1,0,1,1,0.11729973817914446,0.25367988145397646,0,0,1,0,0,1,0
0,0,1,0,1.4049547531963917,1,0,1,1,0,0,1,1,1,1.1791995723163091,1.9456509571915086,1,0,1,0,1,0,0
0,1,0,0,0.06166550352279012,1,0,0,1,1,0,1,1,1,1.1460152024995227,0.4581556390508878,1,0,1,0,0,1,0
0,0,0,0,-1.2002122764736234,1,0,0,0,0,0,0,0,1,-1.508734382843389,-0.9854607611504819,0,1,0,0,0,0,1
1,1,1,0,1.1200146093262338,1,1,1,1,1,1,1,1,1,1.7101494893848914,2.029898479634871,1,0,0,1,0,0,0
1,1,0,0,-0.9966836022806536,1,0,0,0,1,0,1,1,1,0.913724613782018,-0.6888392758811427,1,0,0,0,0,1,0
0,0,1,1,-0.7117434584104956,1,1,0,0,0,0,0,0,1,0.31640595707986285,-0.5229769660707726,1,0,0,0,0,0,0
0,0,0,0,1.4456604880349857,1,1,1,1,1,0,0,1,1,1.245568311949882,2.128187255818794,1,0,0,1,0,0,0
0,1,1,0,1.5677776925507676,1,1,0,0,0,0,0,0,0,-1.3096281639426706,-0.22372274572507833,0,1,0,1,1,0,0
1,0,0,0,1.0386031396490458,1,1,1,0,0,0,0,0,1,0.48232780616379484,0.9772432382722314,1,0,0,0,0,0,0
0,1,0,0,-1.2409180113122174,1,0,0,0,0,0,0,0,0,-1.508734382843389,-0.9924813880207621,0,1,0,0,0,1,0
1,0,1,1,-0.7524491932490895,1,0,0,1,0,1,0,1,1,0.8141715043316587,-0.47865925895212874,1,0,0,0,1,0,0
1,0,1,0,1.5677776925507676,1,0,0,0,0,0,0,0,1,-1.4755500130266026,-0.3536043428252624,0,1,0,1,0,0,0
0,0,0,0,-0.7524491932490895,1,1,0,1,0,0,1,1,1,1.1791995723163091,-0.38782989881787844,1,0,0,0,0,1,0
1,0,0,0,-1.0780950719578415,0,0,1,1,0,1,0,1,0,-0.48001891852301065,-0.8740083095847835,0,0,0,0,1,0,0
0,0,1,1,-0.7117434584104956,1,0,0,1,1,1,0,1,1,0.15048410799593087,-0.5387733765289031,0,0,0,0,0,0,1
0,0,1,1,0.9978974048104517,1,0,0,1,1,0,1,1,1,1.07964646286595,1.447625238581006,1,0,1,0,1,0,0
1,0,0,0,1.3642490183577978,1,0,1,1,1,0,0,0,1,-0.1149908505383603,0.7538995459614419,0,0,0,1,0,0,0
0,1,1,0,1.4863662228735797,1,1,0,1,0,0,1,0,1,0.8141715043316587,1.6867653413499257,1,0,0,0,0,1,0
1,0,1,0,1.4456604880349857,1,0,1,0,0,1,0,0,0,-0.31409706943907867,0.6797441746441071,0,0,1,0,0,0,0
0,1,0,1,0.9571916699718578,1,0,1,0,0,0,1,1,0,0.9800933534155908,1.3010696526639063,1,0,1,0,1,0,0
0,1,0,0,0.1023712383613841,1,1,0,0,1,0,1,1,1,1.1460152024995227,0.48097267637929847,1,0,0,0,0,1,0
1,0,1,1,0.428017117070136,1,0,0,0,0,0,1,0,0,-0.2809126996222923,0.0878175716436063,0,0,0,0,0,1,0
0,0,1,0,-0.06045170099299184,1,0,0,0,1,1,0,1,1,0.050930998545571676,-0.12280123446480022,0,0,0,0,1,0,0
1,0,1,1,0.020959768684196134,1,0,1,1,1,0,0,0,1,-0.2145439599887195,-0.15088374194592108,0,0,1,0,0,0,1
0,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,0.15048410799593087,-0.9784401342802017,1,0,0,0,0,1,0
0,0,0,0,0.46872285190873,1,0,0,0,1,1,1,1,0,1.1791995723163091,0.9123024397221393,1,0,0,1,0,0,0
1,0,1,1,0.9978974048104517,1,0,1,1,0,0,0,0,0,-0.3804658090726515,0.33090677702705884,0,0,1,0,0,1,0
0,0,0,1,1.5270719577121736,1,1,1,1,0,1,0,0,0,-0.015437741088001118,0.9882129677570441,0,0,1,0,0,0,0
0,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,0,-1.4755500130266026,-0.9999408040704348,0,1,0,0,1,0,0
0,0,1,1,0.9164859351332638,1,0,0,0,1,1,0,0,1,-0.31409706943907867,0.35986686286696473,0,0,0,1,1,0,0
0,1,1,0,-0.1418631706701798,1,1,0,0,0,0,1,1,1,0.9800933534155908,0.1553911052700534,1,0,0,0,0,1,0
1,0,0,0,0.020959768684196134,1,1,1,1,0,0,0,0,1,-0.14817522035514671,-0.11665818595330503,0,0,0,0,0,0,1
0,1,1,0,-1.1595065416350294,1,1,0,0,0,0,0,0,0,0.31640595707986285,-0.8735695204053909,1,0,0,0,0,1,0
0,0,0,0,1.5270719577121736,0,0,0,0,0,1,0,1,1,-0.8118626166908747,0.21945432546136037,0,0,0,1,0,0,1
0,0,0,0,0.1023712383613841,1,1,0,0,0,0,0,0,1,-1.3096281639426706,-0.6133675370256304,0,1,0,0,0,1,0
1,0,0,0,-1.2409180113122174,1,0,0,0,0,0,0,0,1,-0.6459407676069426,-0.9626437238220712,0,0,0,0,0,0,1
0,1,1,0,-0.9152721326034655,1,1,0,0,1,0,0,1,1,0.8141715043316587,-0.6076632776935277,1,0,0,0,0,1,0
0,0,1,1,-1.2816237461508113,1,0,0,1,0,0,0,0,0,0.31640595707986285,-0.9762461883832392,1,0,0,0,1,0,0
0,0,0,0,-0.06045170099299184,1,0,0,0,0,0,0,0,0,-1.4755500130266026,-0.7414939774082444,0,1,0,1,0,0,0
0,1,0,0,-0.10115743583158582,1,1,1,0,0,0,0,1,1,0.8473558741484452,0.1299413328652876,1,0,0,0,1,0,0
0,1,1,1,1.1200146093262338,1,1,1,1,0,0,0,1,1,0.9469089835988044,1.5248521341540884,1,0,0,0,0,1,0
1,0,1,1,1.6084834273893616,1,1,1,0,1,1,0,0,0,0.050930998545571676,1.0790423278912944,0,0,0,1,0,0,0
0,0,0,0,-1.1595065416350294,1,0,0,0,0,0,0,0,1,-1.4755500130266026,-0.9722970857687065,0,1,0,0,1,0,0
0,0,1,1,-1.1595065416350294,1,0,0,0,0,0,0,0,1,0.15048410799593087,-0.8841004607108113,1,0,0,0,0,0,1
1,0,0,0,-0.30468611002455576,1,0,0,1,1,0,1,1,1,1.1460152024995227,0.03077497832257954,1,0,0,0,0,1,0
0,0,1,0,1.5270719577121736,1,1,1,0,0,1,1,1,1,0.3827746967134356,1.3120393821487193,0,0,0,1,1,0,0
0,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,-1.4755500130266026,-0.9999408040704348,0,1,0,0,0,0,1
1,0,0,0,-0.5489205190561197,1,0,0,0,0,0,0,0,0,-1.508734382843389,-0.8476809588212326,0,1,0,0,0,0,1
1,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,0,-1.508734382843389,-1.0003795932498274,0,1,0,0,0,0,1
1,0,1,1,-0.8338606629262776,1,0,0,0,0,0,0,0,0,-1.4755500130266026,-0.9104278114743621,0,1,0,1,0,0,0
0,0,0,0,1.6084834273893616,1,0,0,0,0,0,0,0,0,-1.508734382843389,-0.38826868799727093,0,1,0,1,0,0,0
1,0,0,0,-1.2409180113122174,1,0,0,0,0,0,0,0,0,-1.4755500130266026,-0.990726231303192,0,1,0,0,0,0,1
0,0,1,1,0.06166550352279012,1,0,0,1,1,0,1,0,1,0.8141715043316587,0.34758076584397435,1,0,0,0,0,1,0
0,0,0,0,0.18378270803857208,0,0,1,1,0,1,0,0,1,-0.8118626166908747,-0.3987996283026913,0,0,0,1,0,0,1
0,1,1,1,1.0386031396490458,1,1,1,1,0,1,0,0,1,0.8141715043316587,1.240077956728347,1,0,1,0,0,0,0
0,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,-0.6459407676069426,-0.9889710745856221,0,0,0,0,0,0,1
1,1,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,0.21685284762950366,-0.9775625559214167,1,0,0,0,0,1,0
0,0,0,0,-1.2816237461508113,1,1,0,0,0,0,0,0,1,-0.48001891852301065,-0.9867771286886594,0,0,0,0,0,1,0
0,0,1,0,1.6084834273893616,1,1,1,1,1,1,0,0,0,0.11729973817914446,1.1009817868609202,0,0,0,1,0,0,1
1,1,1,1,-0.8338606629262776,0,0,0,0,0,1,0,0,1,-1.176890684675525,-0.8529464289739428,0,0,0,0,0,0,1
1,0,0,0,-1.2409180113122174,1,0,0,0,0,0,0,0,0,-1.508734382843389,-0.9951141230971172,0,1,0,0,0,0,1
1,0,1,0,0.590840056424512,1,0,0,0,0,0,0,0,0,-1.508734382843389,-0.6045917534377802,0,1,0,1,0,0,0
0,0,1,1,-1.0780950719578415,1,0,0,0,0,0,0,0,1,-0.679125137423729,-0.8946314010162316,0,0,0,0,0,0,0
1,0,0,0,1.1200146093262338,0,0,1,0,1,0,1,1,0,-0.3804658090726515,0.41164398603528135,0,0,0,1,0,1,0
1,1,0,0,-1.2409180113122174,1,0,0,1,0,0,1,0,1,0.6150652854309404,-0.9371939514173054,1,0,0,0,0,0,0
0,0,1,0,0.7536629957788878,1,0,1,1,1,1,1,1,1,0.6150652854309404,0.8811484079852708,0,0,0,1,1,0,0
